"","year","make","model","price","mileage","ratings"
"4204",2013,"Scion","FR","17995","14022","3.2  "
"4205",2015,"Audi","A3","13995","72991","4.3  "
"4206",2007,"Hyundai","Santa","5995","104707","5  "
"4207",2019,"Subaru","Forester","22601",NA,"3.5  "
"4208",2006,"Hummer","H2","19950","77967","4  "
"4209",2016,"Jeep","Grand","18854","62632","4.9  "
"4210",2009,"Acura","TSX","5995","133729","4.7  "
"4211",2009,"Toyota","Tacoma","15830","80889","4.9  "
"4212",2017,"Honda","Accord","21497","29851","4.9  "
"4213",2011,"Buick","Regal","10995","53795","3.6  "
"4214",2015,"GMC","Yukon","37816","64714","5  "
"4215",2011,"Subaru","Outback","9997","92805","4.8  "
"4216",2018,"Mazda","Mazda3","21170",NA,"4.8  "
"4217",2011,"Honda","CR","12995","81443","4.6  "
"4218",2015,"Subaru","WRX","22500","33043","4.6  "
"4219",2018,"Buick","LaCrosse","28699","12015","4.9  "
"4220",2014,"Volkswagen","Jetta","9702","67653","4.4  "
"4221",2009,"Toyota","Corolla","6995","107437","5  "
"4222",2010,"Toyota","Highlander","12610","114943","4.8  "
"4223",2018,"Ford","F","38713",NA,"4.8  "
"4224",2018,"Chevrolet","Silverado","29250",NA,"5  "
"4225",2000,"Toyota","ECHO","5000","63209","4.5  "
"4226",2007,"Hummer","H2","23988","85874","4.7  "
"4227",2015,"Jeep","Wrangler","39995","63819","5  "
"4228",2012,"Toyota","Sienna","19900","47902","4.9  "
"4229",2015,"Ford","F","30648","27750","4.8  "
"4230",2010,"Jeep","Wrangler","21222","61608","4.9  "
"4231",2017,"Ford","Mustang","20999","34723","4.8  "
"4232",2016,"Toyota","Tacoma","31000","35780","4.5  "
"4233",2013,"Audi","allroad","20684","81192","4.8  "
"4234",2018,"Volkswagen","Tiguan","39740",NA,"4.8  "
"4235",2014,"Ford","Sedan","10998","76140","5  "
"4236",2015,"Ford","Flex","20700","61793","4.7  "
"4237",2017,"Chevrolet","Traverse","25300","42501","4.7  "
"4238",2017,"GMC","Terrain","19700","19651","4.7  "
"4239",2015,"BMW","X1","25498","25397","4.8  "
"4240",2019,"BMW","M5","121995",NA,"4.8  "
"4241",2019,"BMW","X6","111895",NA,"4.7  "
"4242",2016,"BMW","X3","29888","38478","4.7  "
"4243",2018,"Alfa","Romeo","86940",NA,NA
"4244",2015,"Lincoln","MKC","24998","31836","4.7  "
"4245",2018,"Volvo","XC90","63998","15869","4.7  "
"4246",2010,"INFINITI","G37","10998","113270","4.6  "
"4247",2009,"Jeep","Wrangler","17995","58285","3.9  "
"4248",2007,"BMW","650","11977","109117",NA
"4249",2014,"BMW","640","31689","42827",NA
"4250",2010,"Audi","A3","11495","95516","4  "
"4251",2019,"Hyundai","Santa","27610",NA,"4.9  "
"4252",2013,"BMW","135","18599","71632",NA
"4253",2008,"Audi","A3","6995","79328","4  "
"4254",2015,"Lincoln","MKX","29498","22595","4.9  "
"4255",2015,"BMW","335","31600","39853","4.8  "
"4256",2011,"Subaru","Forester","9250","116087","3.1  "
"4257",2018,"BMW","530e","47000","17369","4.8  "
"4258",2014,"BMW","750","31990","57790","4.7  "
"4259",2017,"Ford","Fusion","33435",NA,NA
"4260",2018,"Ford","F","72135",NA,"4.8  "
"4261",2016,"Toyota","Tacoma","29790","35030","4.7  "
"4262",2006,"Jeep","Grand","5995","126378","5  "
"4263",2018,"Honda","Accord","23300","8637","4.8  "
"4264",2011,"MINI","Cooper","7999","62249","4.2  "
"4265",2015,"Cadillac","Escalade","48490","33050","4.9  "
"4266",2018,"Ford","F","31357","27352","4.8  "
"4267",2015,"Mitsubishi","Lancer","13690","28192","4.9  "
"4268",2018,"Chevrolet","Silverado","31590",NA,"4.7  "
"4269",2014,"Dodge","Dart","9999","40182","4.4  "
"4270",2014,"Chevrolet","Silverado","16995","22307","5  "
"4271",2007,"Toyota","4Runner","9995","153011","5  "
"4272",2015,"GMC","Terrain","19000","37402","4.9  "
"4273",2018,"Honda","CR","29445",NA,"4.8  "
"4274",2018,"Honda","Accord","26675",NA,"4.8  "
"4275",2018,"Toyota","Sienna","50242",NA,"4.9  "
"4276",2015,"Subaru","WRX","22925","49562","4.9  "
"4277",2018,"Nissan","Altima","18406",NA,"4.4  "
"4278",2015,"BMW","M3","51495","28266","4.9  "
"4279",2015,"GMC","Terrain","18000","29379","4.9  "
"4280",2010,"Toyota","Sienna","9987","84727","4.7  "
"4281",1987,"Chevrolet","Corvette","4288","140793","5  "
"4282",2018,"Ford","F","64900","5696","4.7  "
"4283",2018,"GMC","Sierra","65937",NA,"5  "
"4284",2016,"Honda","Pilot","23995","44103","4.7  "
"4285",2015,"Toyota","Prius","12790","102611","4.8  "
"4286",2016,"Nissan","Altima","12688","38972","4.9  "
"4287",2009,"Hyundai","Santa","4899","148981","4  "
"4288",2018,"Mazda","CX","26704",NA,"4.8  "
"4289",2016,"RAM","1500","33999","24759","5  "
"4290",2015,"Toyota","Venza","18300","25904","4.8  "
"4291",2018,"Nissan","Altima","18398","6653","3.8  "
"4292",2018,"Toyota","RAV4","23796","13217","3.8  "
"4293",2016,"Nissan","Sentra","12398","39014","3.8  "
"4294",2015,"Ford","F","34998","56710","3.8  "
"4295",2014,"Nissan","Murano","19442","37698","4.5  "
"4296",2015,"Toyota","4Runner","32995","25783","3.8  "
"4297",2016,"Ford","Escape","18500","12026","4.9  "
"4298",2010,"Ford","F","19500","67523","4.9  "
"4299",2019,"Hyundai","Kona","21403",NA,"4.6  "
"4300",2019,"Hyundai","Kona","22875",NA,"4.6  "
"4301",2011,"BMW","128","8999","112410","5  "
"4302",2018,"Ford","Expedition","61404",NA,NA
"4303",2013,"Ford","F","21990","45970","5  "
"4304",2012,"Hyundai","Genesis","11900","75032","4.6  "
"4305",2013,"Mazda","Mazda3","6895","118626","4.8  "
"4306",2012,"Ford","Focus","5995","121472","4.6  "
"4307",2015,"Toyota","RAV4","19290","42255","4.9  "
"4308",2011,"BMW","328","11917","99126","5  "
"4309",2008,"Toyota","Sequoia","18995","99363","5  "
"4310",2016,"Subaru","WRX","22990","52818","4.6  "
"4311",2017,"Mazda","Mazda3","17550","13525","4.8  "
"4312",2018,"Nissan","Altima","21340",NA,"4.9  "
"4313",2016,"INFINITI","QX50","26990","29190","4.8  "
"4314",2019,"Chevrolet","Corvette","49871",NA,"4  "
"4315",2005,"Ford","Five","3298","153980","4.8  "
"4316",2019,"Genesis","G70","47140",NA,"4  "
"4317",2015,"Toyota","Tacoma","21973","25319","4.8  "
"4318",2006,"Toyota","Tacoma","8900","162139","4.5  "
"4319",2017,"Acura","RDX","24484","54494","4.3  "
"4320",2017,"BMW","320","27890","15575","4.7  "
"4321",2016,"Audi","A4","27900","20897","4.7  "
"4322",2015,"BMW","X5","34900","35488","3.8  "
"4323",2015,"Audi","Q5","26900","41665","3.8  "
"4324",2013,"Nissan","Altima","10495","58854","5  "
"4325",2015,"Subaru","Forester","15949","61874","4.7  "
"4326",2007,"Chevrolet","Silverado","17900","44829","5  "
"4327",2019,"Volvo","XC90","61711",NA,"4.9  "
"4328",2016,"Honda","Pilot","22599","73976","4.7  "
"4329",2006,"Lincoln","Mark","11450","166652","4.9  "
"4330",2018,"Jeep","Wrangler","44553",NA,"4.7  "
"4331",2013,"Honda","Civic","13116","40502","4.8  "
"4332",2016,"Honda","Pilot","27998","30934","4.8  "
"4333",2007,"Dodge","Caliber","4800","82000",NA
"4334",2013,"Mercedes","Benz","69998","8291","4.7  "
"4335",2019,"Subaru","Ascent","48021",NA,"4.9  "
"4336",2011,"Volkswagen","Jetta","9167","45682","4.8  "
"4337",2014,"Lexus","LS","32988","73190","4.9  "
"4338",2015,"Audi","S5","28890","63955","4.8  "
"4339",2017,"Buick","Envision","30400","18206","4.7  "
"4340",2017,"Acura","MDX","44898","8289","4.3  "
"4341",2015,"BMW","X5","37995","21142","4.8  "
"4342",2018,"BMW","X3","42998","4035","4.8  "
"4343",2015,"Jeep","Wrangler","31500","32359","4.8  "
"4344",2016,"Subaru","Impreza","15991","35146","4.7  "
"4345",2008,"Mercedes","Benz","15000","37064","4.7  "
"4346",2016,"Ford","Explorer","26990","30100","5  "
"4347",2019,"Volvo","XC40","46375",NA,"4.7  "
"4348",2013,"Chevrolet","Traverse","16957","51190","4.3  "
"4349",2018,"Nissan","Rogue","27400","13816","4.9  "
"4350",2013,"Acura","MDX","22000","51798","4.8  "
"4351",2019,"Acura","MDX","59445",NA,"4.8  "
"4352",2019,"Acura","RDX","40295",NA,"4.8  "
"4353",2019,"Acura","MDX","47695",NA,"4.8  "
"4354",2010,"Toyota","Venza","14500","59041","4.6  "
"4355",2016,"Ford","F","30985","40235","4.7  "
"4356",2015,"Subaru","WRX","26500","42494","4.6  "
"4357",2015,"Audi","S4","34500","30275","4.6  "
"4358",2004,"Toyota","Camry","6695","52186",NA
"4359",2018,"Jeep","Grand","38977","8046","4.7  "
"4360",2015,"Jeep","Grand","26998","36437","4.9  "
"4361",2003,"Buick","LeSabre","6999","66272","4.6  "
"4362",2016,"Honda","Odyssey","22999","29053","4.4  "
"4363",2016,"Porsche","Cayenne","46200","19729","3  "
"4364",2019,"Hyundai","Santa","27916",NA,"4.9  "
"4365",2016,"Land","Rover","49295","36303","4.7  "
"4366",2015,"Chevrolet","Silverado","39588","13952","4.8  "
"4367",2015,"BMW","535","29700","19916","4.8  "
"4368",2015,"Ford","Mustang","26700","12122","4.8  "
"4369",2015,"Land","Rover","34987","37732","4.8  "
"4370",2012,"Nissan","Rogue","12651","55281","4.8  "
"4371",2013,"Toyota","RAV4","13850","71279","4.8  "
"4372",2017,"Ford","Fusion","27998","5112","4.8  "
"4373",2018,"Subaru","Outback","35998","6069","4.8  "
"4374",2016,"Subaru","Impreza","15998","12951","4.8  "
"4375",2006,"Nissan","Altima","3995","162345","4.7  "
"4376",2007,"Volkswagen","Passat","6988","82624","4.5  "
"4377",2006,"Jeep","Wrangler","14500","116952","5  "
"4378",2018,"Ford","F","37900","4736","4.3  "
"4379",2017,"Ford","F","67599","5221","4.7  "
"4380",2018,"Nissan","Altima","19406",NA,"4.8  "
"4381",2018,"Nissan","Altima","19406",NA,"4.8  "
"4382",2018,"Jeep","Grand","28663",NA,"4.7  "
"4383",2014,"Volkswagen","Jetta","14688","44627","4.8  "
"4384",2013,"Toyota","RAV4","15500","53147","4.9  "
"4385",2003,"Porsche","Boxster","13999","67250","5  "
"4386",2017,"Hyundai","Sonata","12500","48384","4.8  "
"4387",2016,"Buick","Enclave","22000","59879","4.9  "
"4388",2018,"Nissan","Altima","24980",NA,"4.2  "
"4389",2016,"Subaru","Crosstrek","18500","35840","4  "
"4390",2019,"Jeep","Grand","50849",NA,"4.9  "
"4391",2008,"Ford","F","18985","85743","5  "
"4392",2017,"Ford","Escape","22995","19327","5  "
"4393",2016,"GMC","Sierra","29995","41195","5  "
"4394",2019,"Dodge","Durango","49696",NA,"4.9  "
"4395",2018,"Honda","Civic","19445",NA,"4.8  "
"4396",2018,"Hyundai","Sonata","19456",NA,"3.7  "
"4397",2018,"Nissan","Altima","19497",NA,"4.9  "
"4398",2016,"Toyota","Highlander","33000","12556","4.8  "
"4399",2016,"Toyota","Avalon","24995","26435","4.8  "
"4400",2019,"Subaru","Ascent","46956",NA,"5  "
"4401",2018,"Ford","F","50686",NA,"4.9  "
"4402",2008,"INFINITI","G35","4973","229240","4.6  "
"4403",2010,"Volkswagen","GTI","7999","135076","5  "
"4404",2015,"Ford","F","29988","26893","4.8  "
"4405",2007,"Chrysler","PT","5488","54249","5  "
"4406",2012,"RAM","1500","18990","61658","5  "
"4407",2015,"Toyota","Camry","14445","49494","5  "
"4408",2018,"Jeep","Wrangler","46428",NA,"3.9  "
"4409",2019,"Volvo","V90","70810",NA,"4.7  "
"4410",2016,"BMW","320","23642","32250","5  "
"4411",2019,"GMC","Acadia","38885",NA,"5  "
"4412",2014,"Ford","Expedition","27810","44743","5  "
"4413",2018,"Chevrolet","Tahoe","61987","18321","4.5  "
"4414",2017,"BMW","M240","42620","18469","4.9  "
"4415",2015,"BMW","320","16500","41195","4.8  "
"4416",2019,"Chevrolet","Corvette","49459",NA,"4  "
"4417",2005,"Buick","Century","1298","91413","4.8  "
"4418",2015,"Toyota","Camry","15999","22806","4.8  "
"4419",2011,"Dodge","Ram","19447","51294","3.5  "
"4420",2018,"Porsche","Macan","102560",NA,"4.8  "
"4421",2011,"Nissan","Altima","11955","36945","4.8  "
"4422",2008,"Chevrolet","Tahoe","9990","219145","4.8  "
"4423",2018,"Nissan","Altima","25090",NA,"4.8  "
"4424",2018,"Honda","Accord","28764",NA,"4.8  "
"4425",2018,"Jeep","Grand","57998","15347","4.9  "
"4426",2012,"Lexus","ES","18886","39026","4.8  "
"4427",2014,"Chevrolet","Cruze","7999","109765",NA
"4428",2015,"Ford","F","26877","44942","4.9  "
"4429",2017,"Ford","Expedition","31300","47443","4.7  "
"4430",2017,"Ford","Expedition","35800","50115","4.7  "
"4431",2017,"Lexus","ES","33700","12547","4.7  "
"4432",2017,"Audi","A4","28400","25754","4.7  "
"4433",2016,"Porsche","Cayenne","86998","49371","4.9  "
"4434",2015,"Mercedes","Benz","55900","9980","4.7  "
"4435",2014,"Audi","A6","28995","21847","4.8  "
"4436",2018,"BMW","530e","51498","4023","4.7  "
"4437",2015,"Volvo","V60","22998","37796","4.7  "
"4438",2015,"Mercedes","Benz","19900","74983","4.9  "
"4439",2011,"Audi","A4","13900","56815","4.9  "
"4440",2014,"Chevrolet","Cruze","9595","59329","3.9  "
"4441",2016,"Mercedes","Benz","23500","57823","4.6  "
"4442",2015,"Lexus","NX","27500","23827","4.8  "
"4443",2017,"Lexus","RC","36500","10635","4.6  "
"4444",2016,"Chevrolet","Colorado","31500","39246",NA
"4445",2017,"GMC","Sierra","29485","19067","4.7  "
"4446",2016,"RAM","1500","29978","12921","4.7  "
"4447",2015,"Kia","K900","25630","39262","4.8  "
"4448",2016,"Mercedes","Benz","39999","11197","4.4  "
"4449",2018,"Toyota","Camry","19488","9049","4.7  "
"4450",2016,"Toyota","Highlander","24888","41690","4.7  "
"4451",2019,"Volvo","XC60","48155",NA,"5  "
"4452",2009,"BMW","335","11750","89307","3.1  "
"4453",2008,"BMW","X5","11000","116436","3.1  "
"4454",2016,"Ford","F","34988","25834","4.8  "
"4455",2017,"GMC","Acadia","27000","31680","4.8  "
"4456",2017,"Chevrolet","Suburban","51998","10191","5  "
"4457",2014,"Chevrolet","Silverado","25000","91745","5  "
"4458",2017,"Subaru","Impreza","21498","19406","4.8  "
"4459",2015,"Ford","F","39498","33084","4.8  "
"4460",2017,"Chevrolet","Silverado","29900","19475","4.9  "
"4461",2015,"Chevrolet","Silverado","24590","29922","4.9  "
"4462",2013,"Toyota","Corolla","8495","86412","4.6  "
"4463",2008,"GMC","Acadia","8500","130959","5  "
"4464",2016,"Toyota","Avalon","19900","27859","5  "
"4465",2018,"Volkswagen","Tiguan","29849",NA,"4.8  "
"4466",2018,"Mazda","Mazda6","24775",NA,"5  "
"4467",2015,"Cadillac","Escalade","42990","57928","4.9  "
"4468",2014,"Hyundai","Sonata","12000","22332","4.6  "
"4469",2010,"Subaru","Legacy","8799","84194","4.4  "
"4470",2017,"Ford","Fusion","25137",NA,"4.7  "
"4471",2008,"BMW","Z4","15299","51124","5  "
"4472",2015,"Jeep","Grand","23000","43177","4.9  "
"4473",2016,"Hyundai","Sonata","13000","40529","4.9  "
"4474",2009,"Hummer","H3","15000","103548","4.9  "
"4475",2017,"Ford","Edge","24800","30801","4.7  "
"4476",2015,"Buick","Enclave","28558","40255","5  "
"4477",2017,"Chevrolet","Equinox","17800","2375","4.9  "
"4478",2017,"Toyota","Corolla","14941","17069","4.1  "
"4479",2013,"GMC","Sierra","30485","49160","5  "
"4480",2015,"Acura","TLX","15995","88598","4.7  "
"4481",2016,"Toyota","Tundra","28754","48671","4.8  "
"4482",2008,"Jeep","Patriot","4900","145000","5  "
"4483",2000,"Saab","9","4750","87051","4.8  "
"4484",2018,"Ford","F","30000","15618","4.8  "
"4485",2018,"Nissan","Altima","20480",NA,"4.9  "
"4486",2014,"Land","Rover","45471","71804","3  "
"4487",2019,"RAM","1500","54961",NA,"4.8  "
"4488",2012,"Jeep","Wrangler","17988","138754","3.8  "
"4489",2009,"Ford","E350","7950","186316","4.2  "
"4490",2015,"Toyota","Camry","16800","14628","4.8  "
"4491",2018,"Toyota","Tacoma","33988","11791","3.8  "
"4492",2017,"Ford","Edge","25988","18989","3.8  "
"4493",2011,"GMC","Sierra","21989","99091","3.8  "
"4494",2015,"Chevrolet","Silverado","26542","24512","3.8  "
"4495",2017,"Chevrolet","Silverado","29785","19422","4.5  "
"4496",2014,"BMW","535d","25990","37299","5  "
"4497",2009,"Honda","CR","11000","77494","4.9  "
"4498",2019,"Lincoln","MKC","39890",NA,"4.9  "
"4499",2015,"Ford","Edge","17750","37792","4.9  "
"4500",2018,"Toyota","Tundra","32999","2790","4.6  "
"4501",2018,"Ford","Expedition","75136",NA,"4.9  "
"4502",2017,"Chevrolet","Corvette","48000","22747","4.7  "
"4503",2015,"Volvo","S60","23999","52995","5  "
"4504",2005,"Lincoln","Town","5988","116710","4.8  "
"4505",2012,"Mercedes","Benz","22995","33122","5  "
"4506",2009,"Toyota","Corolla","3995","256013","4.8  "
"4507",2014,"Ford","Fusion","6500","143428","3.5  "
"4508",2018,"Nissan","Altima","19501","14453","4.9  "
"4509",2011,"Honda","Odyssey","11995","63920","3.8  "
"4510",2011,"Volkswagen","Jetta","5995","92802","4.2  "
"4511",2018,"Hyundai","Tucson","18700","18414","4.8  "
"4512",2019,"Volvo","XC90","62630",NA,"4.5  "
"4513",2016,"Toyota","Tacoma","22568","33161","4.8  "
"4514",2005,"Ford","Five","3298","145545","4.8  "
"4515",2011,"Honda","Civic","7000","118502","4.8  "
"4516",2016,"Ford","Fusion","19495","10414","4.9  "
"4517",2015,"Ford","Edge","22496","49651","4.9  "
"4518",2004,"Volvo","V70","4990","101567","4.2  "
"4519",2012,"Subaru","Impreza","7990","126178","4.8  "
"4520",2008,"Volkswagen","Eos","6990","88074","3  "
"4521",2014,"Chevrolet","Silverado","23995","49558","5  "
"4522",2014,"Audi","R8","99888","26818","4  "
"4523",2018,"Honda","CR","27712",NA,"4.8  "
"4524",2007,"Toyota","Tacoma","7500","264149","4.8  "
"4525",2019,"Lexus","ES","48458",NA,"4.8  "
"4526",2015,"Toyota","Highlander","24591","70129","4.9  "
"4527",2018,"Volkswagen","Tiguan","34834",NA,"4.9  "
"4528",2017,"Porsche","718","66998","8369","4.7  "
"4529",1990,"Chrysler","TC","8995","33326","5  "
"4530",2012,"Lexus","CT","12988","93680","4.9  "
"4531",2016,"Acura","TLX","21300","44728","4.7  "
"4532",2015,"Dodge","Challenger","36600","1556","4.7  "
"4533",2017,"Dodge","Charger","26100","31327","4.7  "
"4534",2015,"Ford","Fusion","13200","66577","4.7  "
"4535",2017,"Nissan","Pathfinder","19900","43935","4.7  "
"4536",2016,"Honda","Accord","18210","28048","4.3  "
"4537",2011,"Toyota","Camry","8990","67510","5  "
"4538",2019,"Acura","RDX","43895",NA,"4.8  "
"4539",2019,"Acura","TLX","45795",NA,"4.8  "
"4540",2015,"Lexus","NX","28500","44486","4.6  "
"4541",2017,"Ford","Fusion","15000","43302","4.6  "
"4542",2018,"Toyota","Camry","19500","28263","4.8  "
"4543",2017,"Nissan","Altima","12500","42750","4.8  "
"4544",2018,"Jeep","Compass","26977","8079","4.7  "
"4545",2007,"Chevrolet","Tahoe","15995","88951",NA
"4546",2017,"Nissan","Murano","23497","1536","4.3  "
"4547",2017,"Ford","F","41262",NA,"4.9  "
"4548",2010,"Toyota","Venza","11495","91125","4.7  "
"4549",2018,"Audi","Q7","50497","16741","4.8  "
"4550",2011,"Toyota","FJ","21990","79226","4.7  "
"4551",2015,"GMC","Acadia","22998","59548","5  "
"4552",2009,"Toyota","Camry","5900","171317","5  "
"4553",2012,"GMC","Terrain","13980","61529","4.8  "
"4554",2018,"Toyota","RAV4","24990","19022","4.7  "
"4555",2017,"RAM","1500","31500","25544","4.8  "
"4556",2017,"Audi","SQ5","47995","21444","4.9  "
"4557",2013,"RAM","1500","13995","84435","4.6  "
"4558",2013,"Audi","TT","17997","83685","4.6  "
"4559",2008,"Hyundai","Sonata","5995","88502","4.7  "
"4560",2014,"Mercedes","Benz","28885","74090","4.8  "
"4561",2017,"Chevrolet","Tahoe","35988","57036","4.5  "
"4562",2014,"Toyota","Avalon","16950","68478","4.8  "
"4563",2006,"Pontiac","Torrent","5995","93072","5  "
"4564",2018,"Ford","F","56500","23238","4.3  "
"4565",2011,"Land","Rover","20990","77996","4.9  "
"4566",2014,"Acura","MDX","21490","71285","4.9  "
"4567",2006,"Toyota","Tundra","8199","121385","4.4  "
"4568",2014,"Chevrolet","Cruze","9995","39785","5  "
"4569",2013,"Jeep","Compass","11688","58947","4.7  "
"4570",2018,"Chevrolet","Cruze","12810",NA,"4.8  "
"4571",2017,"Subaru","Legacy","19795","34900","4.8  "
"4572",2018,"Volvo","S90","35995","14372","4.9  "
"4573",2019,"Subaru","Ascent","40703",NA,"4.7  "
"4574",2012,"Nissan","Frontier","16288","57389","4.8  "
"4575",2018,"Jeep","Wrangler","32815",NA,"4.9  "
"4576",2011,"Audi","Q7","18988","84050","5  "
"4577",2008,"Nissan","Altima","4995","127000","5  "
"4578",2013,"Volvo","C70","17995","66377","5  "
"4579",2013,"Honda","Pilot","18495","62925","5  "
"4580",2018,"Nissan","Altima","19102",NA,"4.9  "
"4581",2018,"Mazda","CX","29198",NA,"4.8  "
"4582",2014,"Audi","A6","17396","96201","3  "
