"","Ratings","Year","Make","Model","Price","Mileage"
"4276","4.6  ",2018,"Ford","F","39329",NA
"4277","4.6  ",2016,"Ford","Edge","19690","33308"
"4278","4.7  ",2018,"Hyundai","Elantra","15756",NA
"4279","4.2  ",2003,"Audi","A4","2499","163269"
"4280","4.8  ",2017,"Hyundai","Tucson","24990","6034"
"4281","4.8  ",2018,"Honda","Pilot","44845",NA
"4282","4.6  ",2017,"Ford","F","63010","18128"
"4283","5  ",2014,"Honda","Pilot","17781","70214"
"4284","4.8  ",2015,"Lincoln","MKC","27555","13060"
"4285","4.7  ",2018,"GMC","Acadia","36027",NA
"4286","3.3  ",2018,"Nissan","Rogue","28289",NA
"4287","4.7  ",2019,"Hyundai","Santa","26812",NA
"4288","4.5  ",2012,"Jeep","Grand","9495","167907"
"4289","4.7  ",2015,"Ford","Transit","26900","23343"
"4290","4.9  ",2018,"Hyundai","Tucson","19990","11332"
"4291","4.8  ",2018,"Toyota","Prius","21789",NA
"4292","4.9  ",2013,"Ford","F","17500","71022"
"4293","4.8  ",2018,"Toyota","Tundra","46928",NA
"4294","4.3  ",2014,"Subaru","Impreza","9995","89882"
"4295","5  ",2017,"Kia","Sorento","21350","16389"
"4296","4.9  ",2018,"GMC","Acadia","45635",NA
"4297","4.8  ",2018,"Chevrolet","Volt","31487",NA
"4298","4.9  ",2018,"Nissan","Rogue","26660",NA
"4299","4.9  ",2015,"Nissan","Murano","20500","29560"
"4300","5  ",2019,"Chevrolet","Silverado","48553",NA
"4301","4.7  ",2018,"Chevrolet","Silverado","35630",NA
"4302","5  ",2011,"BMW","X5","12500","121479"
"4303","4.8  ",2018,"Nissan","Sentra","21363",NA
"4304","4.7  ",2015,"Nissan","Pathfinder","24920","26887"
"4305","4.9  ",2018,"Jeep","Wrangler","52610",NA
"4306","4.7  ",1999,"Jeep","Wrangler","4500","145524"
"4307","5  ",2010,"Subaru","Forester","9770","86570"
"4308","5  ",2015,"Jeep","Grand","21990","75330"
"4309","5  ",2011,"MINI","Cooper","3995","214649"
"4310","4.8  ",2010,"Hyundai","Sonata","3350","106635"
"4311","4.6  ",2019,"Hyundai","Santa","34550",NA
"4312","4.5  ",2016,"Scion","iM","12982","17181"
"4313","4.5  ",2015,"Ford","Mustang","21992","48053"
"4314","4.6  ",2019,"Hyundai","Santa","28225",NA
"4315","4.9  ",2017,"Nissan","Sentra","13995","40590"
"4316","4.7  ",2016,"Jeep","Grand","25542","57334"
"4317","4.8  ",2013,"Mazda","CX","11541","82616"
"4318","4.8  ",2018,"Honda","Civic","24040",NA
"4319","4.9  ",2015,"Subaru","Legacy","18995","57557"
"4320","4.9  ",2019,"Subaru","Ascent","43340",NA
"4321","3.9  ",2018,"Honda","Accord","24465",NA
"4322","4.9  ",2013,"Ford","Escape","9995","107663"
"4323","4.8  ",2008,"Hummer","H3","22992","37151"
"4324","4.8  ",2018,"Lincoln","MKX","55665",NA
"4325","3.8  ",2015,"BMW","428","26900","29642"
"4326","4.8  ",2010,"Jeep","Wrangler","16990","88375"
"4327","3  ",2006,"Toyota","Tundra","13990","83562"
"4328","4.8  ",2018,"Nissan","Rogue","26961","24967"
"4329","4.8  ",2011,"Nissan","370Z","16480","56478"
"4330","4.4  ",2018,"smart","ForTwo","26490",NA
"4331","4.7  ",2016,"Chevrolet","Tahoe","36998","43000"
"4332","5  ",2018,"Mercedes","Benz","39997","3542"
"4333",NA,2001,"Porsche","Boxster","11988","86416"
"4334","4.7  ",2017,"Jeep","Wrangler","31910","28578"
"4335","4.9  ",2018,"Nissan","Pathfinder","37160",NA
"4336","4.4  ",2010,"GMC","Sierra","26000","54323"
"4337","4.8  ",2018,"Honda","Accord","29785",NA
"4338","4.8  ",2018,"Ford","Explorer","45915",NA
"4339","4.8  ",2016,"Audi","TT","32400","32358"
"4340","4.8  ",2015,"BMW","650","44485","18126"
"4341","4.8  ",2006,"Toyota","Tacoma","15950","57576"
"4342","4.8  ",2018,"Ford","F","58815",NA
"4343","5  ",2007,"Saab","9","3293","158704"
"4344","4.9  ",2013,"Chevrolet","Camaro","34500","18900"
"4345","4.7  ",2014,"Land","Rover","25988","30929"
"4346","4.7  ",2015,"Volvo","V60","23998","51714"
"4347","4.8  ",2018,"Audi","Q5","42774","6222"
"4348","4.8  ",2011,"Toyota","Prius","9984","70309"
"4349","5  ",2005,"Jeep","Wrangler","14898","85401"
"4350","4.3  ",2014,"Mercedes","Benz","44457","38453"
"4351","4.9  ",2011,"Toyota","4Runner","20998","99700"
"4352","4.8  ",2019,"Acura","TLX","33995",NA
"4353","4.8  ",2019,"Acura","RDX","48795",NA
"4354","4.8  ",2015,"Chevrolet","Silverado","27900","58229"
"4355","4.6  ",2016,"Lexus","IS","29500","50498"
"4356","4.7  ",2015,"Jeep","Patriot","15977","9250"
"4357","4.1  ",2018,"Honda","Accord","26655",NA
"4358","4.7  ",2019,"Jeep","Cherokee","31364",NA
"4359","4.1  ",2018,"Honda","Accord","32335",NA
"4360","4.7  ",2019,"RAM","1500","45835",NA
"4361",NA,2008,"Jeep","Grand","5795","116650"
"4362","4.8  ",2018,"RAM","2500","67250",NA
"4363","4.5  ",2018,"Honda","Accord","35605",NA
"4364","4.7  ",2018,"Nissan","Sentra","13700","3678"
"4365","4.9  ",2018,"BMW","M3","106845",NA
"4366","4.9  ",2016,"Mazda","Mazda3","15987","31776"
"4367","4.9  ",2015,"BMW","i3","19987","26225"
"4368","4.9  ",2015,"Jeep","Grand","26995","16852"
"4369","4.9  ",2011,"Lincoln","MKX","16998","59763"
"4370","4.9  ",2018,"Mitsubishi","Outlander","25425",NA
"4371","4.8  ",2016,"BMW","X5","37800","31445"
"4372","4.7  ",2016,"Toyota","RAV4","24980","22200"
"4373","4.6  ",2010,"BMW","528","12995","65590"
"4374","4.8  ",2012,"Nissan","Rogue","12698","78791"
"4375","4.9  ",2016,"Ford","F","33998","29042"
"4376","5  ",2019,"Toyota","Highlander","42936",NA
"4377","4.8  ",2018,"Hyundai","Tucson","24825",NA
"4378","4  ",2019,"GMC","Acadia","43460",NA
"4379","5  ",2019,"Honda","Insight","23725",NA
"4380","5  ",2011,"Jeep","Wrangler","16995","69005"
"4381","4.8  ",2016,"Toyota","Tundra","41363","20721"
"4382","4.8  ",2018,"Ford","Shelby","55977",NA
"4383","5  ",2014,"Audi","A4","17600","64979"
"4384","4.3  ",2016,"Jeep","Wrangler","33995","15001"
"4385","4.9  ",2018,"Volvo","V90","68675",NA
"4386","4.9  ",2019,"Volvo","XC60","55080",NA
"4387","4.5  ",2011,"BMW","328","13900","52945"
"4388","4.9  ",2018,"Volkswagen","Golf","40999",NA
"4389","5  ",2017,"Mercedes","Benz","48802","34215"
"4390","4.7  ",2019,"Honda","Odyssey","31065",NA
"4391","4.6  ",2019,"Kia","Sorento","27521",NA
"4392","4.8  ",2016,"Toyota","Tundra","27998","48671"
"4393","4.7  ",2018,"Mitsubishi","Outlander","20411",NA
"4394","4.9  ",2011,"Hyundai","Sonata","8000","106528"
"4395","4.7  ",2018,"Toyota","Tacoma","35423",NA
"4396","4.9  ",2016,"RAM","1500","23495","42254"
"4397","3.7  ",2018,"Genesis","G80","51999",NA
"4398","4.8  ",2017,"BMW","X5","42000","22200"
"4399",NA,2016,"Lexus","LX","69900","37525"
"4400","5  ",2019,"Subaru","Ascent","39970",NA
"4401","4.7  ",2018,"Chevrolet","Silverado","36504",NA
"4402","4.9  ",2018,"Jeep","Compass","30820",NA
"4403","4.8  ",2018,"Ford","Explorer","49218",NA
"4404","4.8  ",1992,"Chevrolet","1500","4950","139285"
"4405",NA,2007,"Chevrolet","Suburban","6495","237495"
"4406","4.6  ",2019,"Chevrolet","Trax","26164",NA
"4407","5  ",2014,"Jeep","Grand","19493","90711"
"4408","4.8  ",2014,"Chevrolet","Impala","10498","114521"
"4409","4.6  ",2018,"Nissan","Rogue","32095",NA
"4410","4.8  ",2012,"Mazda","Mazda3","8339","90763"
"4411","4.8  ",2018,"Chevrolet","Silverado","30200","18079"
"4412","4.8  ",2011,"Ford","Edge","11783","104177"
"4413","4.6  ",2018,"Nissan","Rogue","26955",NA
"4414","4.8  ",2018,"Mazda","Mazda6","22895",NA
"4415","4.9  ",2016,"Toyota","Highlander","26587","31260"
"4416","4.8  ",2019,"Chevrolet","Traverse","50780",NA
"4417","5  ",2018,"Jeep","Grand","37135",NA
"4418","4.8  ",2018,"Honda","Civic","23445",NA
"4419","5  ",2010,"Land","Rover","17990","91343"
"4420","4.8  ",2012,"Ford","F","16000","135745"
"4421","4.8  ",2013,"Porsche","Cayenne","32991","65923"
"4422","4.9  ",2018,"Mazda","Mazda6","35845",NA
"4423","3.9  ",2018,"Honda","Civic","20635",NA
"4424","4.8  ",2011,"Chevrolet","Silverado","19350","127534"
"4425","4.8  ",2015,"Mazda","CX","24289","35439"
"4426","3  ",2015,"GMC","Acadia","22998","28268"
"4427","4.3  ",2018,"Audi","Q3","28984","11156"
"4428","4.8  ",2005,"Cadillac","XLR","19990","55488"
"4429","4.8  ",2006,"Toyota","4Runner","11990","149384"
"4430","2  ",2017,"Ford","Escape","17498","33556"
"4431","4.9  ",2013,"Audi","A3","17498","46109"
"4432","4.7  ",2016,"Honda","Accord","22799","36427"
"4433","4.7  ",2018,"Honda","Accord","34690",NA
"4434","4.6  ",2018,"Honda","Accord","24460",NA
"4435","4.6  ",2018,"Honda","Accord","24460",NA
"4436","4.8  ",2009,"Lexus","GX","13712","142487"
"4437","4.9  ",2015,"Mercedes","Benz","37991","35433"
"4438","5  ",2019,"Subaru","Forester","24828",NA
"4439","5  ",2015,"Subaru","Legacy","20955","42639"
"4440","4.8  ",2008,"BMW","328","9495","97970"
"4441","5  ",2005,"Toyota","Matrix","4897","137953"
"4442","4.8  ",2015,"Dodge","Challenger","31850","25494"
"4443","5  ",2018,"Maserati","Ghibli","103015",NA
"4444","5  ",2003,"Mercedes","Benz","7998","81420"
"4445","4.9  ",2018,"Volkswagen","Passat","25775",NA
"4446","4.8  ",2016,"Subaru","Outback","27895","30407"
"4447","4.6  ",2018,"Audi","Q3","27000","12101"
"4448","4.9  ",2015,"Toyota","Venza","20685","29581"
"4449","3.3  ",2013,"Audi","allroad","11995","136780"
"4450","4.8  ",2018,"Kia","Optima","34645",NA
"4451","4.8  ",2013,"Kia","Sorento","14489","44785"
"4452","4.8  ",2018,"Chevrolet","Equinox","22986","14649"
"4453",NA,2007,"Mercedes","Benz","13977","77538"
"4454","5  ",2017,"Chevrolet","Traverse","27342","18822"
"4455","5  ",2006,"Honda","Civic","8495","88192"
"4456","4.7  ",2019,"Subaru","Ascent","43208",NA
"4457","4.9  ",2018,"Mazda","Mazda6","29998","11401"
"4458","4.7  ",2019,"Subaru","Ascent","43391",NA
"4459","4.9  ",2018,"BMW","530e","62995",NA
"4460","4.6  ",2018,"Volvo","S90","58095",NA
"4461","4.9  ",2017,"BMW","X5","36895","32619"
"4462","4.8  ",2018,"Ford","F","74165",NA
"4463","4.8  ",2010,"Buick","LaCrosse","10000","79424"
"4464","4.9  ",2018,"Mitsubishi","Outlander","23835",NA
"4465","4.7  ",2016,"Toyota","Highlander","27990","28065"
"4466","4.8  ",2015,"Toyota","Sequoia","37980","60216"
"4467","4.7  ",2013,"Toyota","Highlander","22590","75933"
"4468","4.9  ",2017,"Volkswagen","Tiguan","22500","5237"
"4469","4.9  ",2014,"Volkswagen","CC","17498","18198"
"4470","4.8  ",2018,"Lexus","GS","57985",NA
"4471","4.6  ",2013,"BMW","528","14997","81302"
"4472","3.3  ",2016,"BMW","750","54900","32869"
"4473","4.9  ",2016,"Volvo","S60","22880","21538"
"4474","4.3  ",2003,"Toyota","Camry","6995","68407"
"4475","4.6  ",2013,"Ford","F","19990","69581"
"4476","4.8  ",2019,"Hyundai","Elantra","23000",NA
"4477","4.8  ",2018,"Hyundai","Santa","41299",NA
"4478","4.8  ",2018,"Hyundai","Santa","37999",NA
"4479","4.8  ",2018,"Honda","Pilot","39655",NA
"4480","4.7  ",2019,"RAM","1500","48560",NA
"4481","4  ",2019,"GMC","Acadia","36012",NA
"4482","4.9  ",2018,"Ford","F","55982",NA
"4483","4.4  ",2018,"Nissan","Rogue","28855",NA
"4484","4.7  ",2018,"Hyundai","Tucson","21801",NA
"4485","5  ",2019,"Chevrolet","Traverse","MSRP36220",NA
"4486","4.4  ",2019,"Toyota","Tundra","49565",NA
"4487","4.4  ",2015,"Toyota","Camry","18929","25564"
"4488","4.9  ",2016,"Jeep","Wrangler","28688","28520"
"4489","4.9  ",2015,"Honda","Civic","15206","31203"
"4490","4  ",2019,"Subaru","Forester","26422",NA
"4491","4.8  ",2018,"Toyota","RAV4","35789",NA
"4492","4.9  ",2015,"Toyota","Tacoma","25000","38039"
"4493","4.6  ",2019,"Chevrolet","Equinox","33988",NA
"4494","1  ",2006,"Maserati","Quattroporte","16995","44833"
"4495","4.9  ",2015,"Ford","F","28995","37805"
"4496","5  ",2016,"Hyundai","Santa","23971","30239"
"4497","4.8  ",2018,"Nissan","Murano","31162",NA
"4498","4.8  ",2011,"Subaru","Impreza","12976","47389"
"4499","4.9  ",2017,"Chevrolet","Silverado","28500","26866"
"4500","4.9  ",2019,"Nissan","Rogue","36565",NA
"4501","4.7  ",2019,"Chevrolet","Traverse","34545",NA
"4502","4.7  ",2016,"BMW","428","28000","12603"
"4503","2  ",2018,"Dodge","Durango","39295",NA
"4504","4.7  ",2012,"Subaru","Impreza","5900","143558"
"4505","4.8  ",2018,"Ford","F","43787",NA
"4506","4.8  ",2015,"Chevrolet","Silverado","30990","93498"
"4507","4.6  ",2019,"Chevrolet","Traverse","40003",NA
"4508","4.6  ",2019,"Hyundai","Santa","30490",NA
"4509","4.8  ",2018,"Mazda","CX","27269",NA
"4510","4.5  ",2008,"Mazda","Mazda5","3992","160900"
"4511","4.8  ",2019,"Chevrolet","Traverse","56175",NA
"4512","3.8  ",2016,"Cadillac","CT6","46887","24688"
"4513","5  ",2018,"Jeep","Compass","29300",NA
"4514","4.8  ",2018,"Honda","CR","29445",NA
"4515","4.9  ",2018,"Nissan","Murano","30445",NA
"4516","4.8  ",2012,"Subaru","Legacy","11000","97702"
"4517","4.2  ",2019,"GMC","Sierra","40493",NA
"4518","4.9  ",2019,"Subaru","Legacy","35102",NA
"4519","4.8  ",2014,"Mazda","CX","17871","37249"
"4520","4.9  ",2017,"Ford","Escape","23996","21048"
"4521","4.6  ",2016,"Land","Rover","79848","24635"
"4522","4.4  ",2019,"Kia","Optima","27537",NA
"4523","3.8  ",2014,"Volkswagen","Eos","17900","14230"
"4524","4.4  ",2018,"Kia","Sedona","30196",NA
"4525","4.8  ",2010,"Audi","Q5","14890","86865"
"4526","4.8  ",2015,"Nissan","Altima","13876","20678"
"4527","4.9  ",2016,"Mercedes","Benz","41498","18497"
"4528","4.9  ",2011,"Honda","Pilot","14999","112092"
"4529","4.7  ",2015,"Jeep","Cherokee","18880","36620"
"4530","4.7  ",2018,"Jeep","Grand","31355",NA
"4531","5  ",2008,"Ford","F","27995","74616"
"4532","2  ",2018,"Honda","CR","29445",NA
"4533","4.8  ",2018,"Ford","Escape","21595",NA
"4534","4.8  ",2016,"Acura","RLX","26998","49289"
"4535","4.8  ",2019,"Ford","Explorer","35497",NA
"4536","4.9  ",2011,"Dodge","Charger","16991","58705"
"4537","4.8  ",2018,"Honda","Accord","28365",NA
"4538","4.8  ",2015,"Audi","S5","31995","25646"
"4539","4.3  ",2015,"Honda","CR","21665","18256"
"4540","4.9  ",2015,"Ford","F","23999","41803"
"4541","5  ",2019,"Subaru","Forester","29529",NA
"4542","4.9  ",2013,"Volkswagen","Tiguan","17995","38308"
"4543","4.8  ",2018,"Audi","Q3","33108","4694"
"4544","4  ",2006,"Ford","Expedition","5995","118919"
"4545","4.8  ",2015,"Ford","F","33900","34814"
"4546","4.8  ",2015,"Subaru","Outback","16922","51912"
"4547","4.8  ",2016,"Ford","F","32900","20478"
"4548","4.9  ",2013,"Volkswagen","Passat","11985","48362"
"4549","4.8  ",2018,"Kia","Sedona","34640",NA
"4550","4.7  ",2016,"Chrysler","300","21995","11357"
"4551","4.5  ",2019,"Honda","Pilot","45415",NA
"4552","4.5  ",2019,"Honda","Pilot","45715",NA
"4553","5  ",2012,"Audi","A3","10995","94201"
"4554","4.5  ",2018,"Honda","Civic","22235",NA
"4555","4.7  ",2015,"Subaru","Legacy","14735","66566"
"4556","4.7  ",2018,"Audi","Q5","46195","1968"
"4557","4.7  ",2019,"INFINITI","QX50","49730",NA
"4558","4.9  ",2018,"BMW","X3","50235",NA
"4559","4.9  ",2015,"Ford","Focus","8695","58519"
"4560","4.7  ",2014,"Audi","A6","17990","78077"
"4561","4.7  ",2016,"Toyota","RAV4","19890","25230"
"4562","4.7  ",2014,"Subaru","XV","15978","58532"
"4563","4.9  ",2002,"Ford","Thunderbird","12990","43200"
"4564",NA,2009,"Nissan","Maxima","6436","106825"
"4565","4.5  ",2012,"Honda","Pilot","13987","84660"
"4566","4.7  ",2018,"Hyundai","Santa","33020",NA
"4567","4.8  ",2016,"Toyota","RAV4","21600","29531"
"4568","4.9  ",2013,"Dodge","Durango","19590","51400"
"4569","4.7  ",2018,"Jeep","Wrangler","40780",NA
"4570","4.4  ",2008,"Maserati","Quattroporte","19999","49138"
"4571","4.9  ",2019,"Ford","Escape","31783",NA
"4572","4  ",2017,"GMC","Sierra","58989","23444"
"4573","4.9  ",2018,"Ford","Edge","30659",NA
"4574","4.8  ",2019,"Chevrolet","Silverado","51391",NA
"4575","4.8  ",2019,"Chevrolet","Colorado","34520",NA
"4576","4.8  ",2018,"Chevrolet","Malibu","16979",NA
"4577","3.9  ",2018,"Toyota","Tundra","39009",NA
"4578","4.4  ",2019,"Nissan","Altima","28825",NA
"4579","4.4  ",2012,"MINI","Cooper","10997","74080"
"4580","4.9  ",2018,"Volvo","XC90","55785",NA
"4581","4.7  ",2018,"Hyundai","Sonata","20517",NA
"4582","4.7  ",2018,"Hyundai","Sonata","19139",NA
"4583","4.7  ",2015,"Hyundai","Sonata","12500","59036"
"4584","4.7  ",2018,"Hyundai","Sonata","19175",NA
"4585","4.7  ",2018,"Hyundai","Sonata","19763",NA
"4586","4.9  ",2015,"GMC","Terrain","17500","29379"
"4587","4.7  ",2018,"Ford","F","40700","7510"
"4588","4.7  ",2018,"Mitsubishi","Outlander","21976",NA
"4589","4.7  ",2018,"Mitsubishi","Outlander","21798",NA
"4590","4.8  ",2018,"Mazda","CX","26148",NA
"4591","3.7  ",2018,"Hyundai","Tucson","22352",NA
"4592","4.6  ",2018,"Chevrolet","Camaro","51788",NA
"4593","4.6  ",2019,"Chevrolet","Corvette","77555",NA
"4594","5  ",2008,"Ford","F","20999","87190"
"4595","3.8  ",2007,"Audi","Q7","12900","72952"
"4596","4.8  ",2015,"Chevrolet","Silverado","23977","91685"
"4597","4.8  ",2019,"Chevrolet","Traverse","37881",NA
"4598","4.9  ",2019,"Nissan","Altima","25060",NA
"4599","5  ",2019,"Chevrolet","Traverse","38065",NA
"4600","4.9  ",2019,"Nissan","Rogue","36005",NA
"4601","4.8  ",2018,"Audi","A5","49140",NA
"4602","4.8  ",2019,"Nissan","Sentra","19215",NA
"4603","4.2  ",2007,"BMW","M5","19995","99707"
"4604","4.8  ",2018,"Mazda","CX","27799",NA
"4605","4.8  ",2018,"Mazda","Mazda3","24175",NA
"4606","4.8  ",2017,"Honda","Civic","17849","3047"
"4607","4.8  ",2015,"Ford","F","27994","53237"
"4608","4.8  ",2016,"Mazda","CX","24105","35000"
"4609","5  ",2006,"Honda","CR","9995","51570"
"4610","4.8  ",2004,"Lincoln","LS","3000","108286"
"4611","4.9  ",2018,"Mazda","CX","26445",NA
"4612","4.2  ",2018,"GMC","Sierra","63495",NA
"4613","4.9  ",2019,"Subaru","Forester","32697",NA
"4614","3.8  ",2006,"Hyundai","Tiburon","4995","88596"
"4615","4.8  ",2011,"Honda","CR","12996","79241"
"4616","3  ",2016,"Lincoln","MKZ","30998","13978"
"4617","4.7  ",2012,"Audi","A4","9200","137593"
"4618","3.8  ",2016,"Jaguar","XJ","80380",NA
"4619","4.4  ",2019,"Chevrolet","Traverse","48795",NA
"4620","4.9  ",2018,"Honda","Civic","35595",NA
"4621","4.1  ",2011,"Saab","9","12995","61881"
"4622","4.8  ",2017,"Ford","F","64775","20929"
"4623","2  ",2015,"Volkswagen","CC","15798","40402"
"4624","4.7  ",2019,"Kia","Optima","24445",NA
"4625","5  ",2014,"Mercedes","Benz","51992","37279"
"4626","4.8  ",2018,"Honda","CR","27846",NA
"4627","4.6  ",2015,"Honda","Pilot","23759","70955"
"4628","4.6  ",2016,"Honda","Pilot","28377","43744"
"4629","4.4  ",2019,"Hyundai","Santa","33669",NA
"4630","5  ",2014,"Subaru","Forester","19988","56425"
"4631","4.8  ",2016,"Toyota","Tacoma","29950","48196"
"4632","4.9  ",2019,"Jeep","Cherokee","24580",NA
"4633","4.9  ",2009,"Jeep","Grand","10580","144239"
"4634","4.9  ",2015,"Nissan","Frontier","25900","18588"
"4635","4.8  ",2019,"Subaru","Ascent","43161",NA
"4636","4.3  ",2015,"Lincoln","Navigator","27957","72210"
"4637","4.7  ",2016,"Toyota","Highlander","28950","31878"
"4638","4.9  ",2019,"Nissan","Altima","31335",NA
"4639","4.8  ",2019,"Subaru","Ascent","43370",NA
"4640","4.9  ",2018,"Nissan","Rogue","29080",NA
"4641","4.9  ",2018,"Nissan","Murano","45200",NA
"4642","3.9  ",2013,"Subaru","Impreza","18995","64052"
"4643","4.6  ",2018,"Ford","F","30000","19630"
"4644","4.9  ",2015,"Toyota","Camry","13940","80045"
"4645","3.3  ",2003,"Honda","CR","3995","140913"
"4646","4.9  ",2015,"Toyota","RAV4","21270","31641"
"4647","4.8  ",2015,"Ford","F","34900","31130"
"4648","4.8  ",2015,"BMW","X5","29536","55844"
"4649","4.1  ",2018,"Honda","Accord","31200",NA
"4650","4.6  ",2018,"Buick","LaCrosse","32238",NA
"4651","4.7  ",2018,"Jeep","Grand","56728",NA
"4652","4.8  ",2019,"RAM","1500","46125",NA
"4653","4.7  ",2017,"Toyota","Tacoma","40488","10373"
"4654","4.5  ",2018,"Honda","Accord","24465",NA
"4655","4.5  ",2019,"Honda","Pilot","45415",NA
"4656","3  ",2017,"INFINITI","Q70L","39300","9667"
"4657","5  ",2007,"Subaru","Legacy","7995","62347"
"4658","4  ",2006,"Cadillac","DTS","5995","93813"
"4659","4.4  ",2014,"Cadillac","Escalade","38479","53401"
"4660","4.7  ",2016,"INFINITI","QX70","34990","21140"
"4661","4.8  ",2015,"Audi","Q7","30000","47769"
"4662","4.6  ",2019,"Volvo","XC60","56030",NA
"4663","4.7  ",2015,"Toyota","Corolla","12899","11913"
"4664","4.7  ",2018,"Toyota","RAV4","31300",NA
"4665","4.7  ",2016,"Toyota","Tundra","29151","19824"
"4666","4.7  ",2015,"Toyota","RAV4","18400","30250"
"4667","4.8  ",2018,"Lexus","GS","58638",NA
"4668","4.6  ",2011,"Ford","Fiesta","5950","60427"
"4669","4.9  ",2011,"BMW","328","13995","82102"
"4670","4.5  ",2010,"Ford","F","18988","46562"
"4671","3.5  ",2019,"Chevrolet","Traverse","47525",NA
"4672","4.8  ",2018,"Chevrolet","Silverado","26930",NA
"4673","4.6  ",2018,"Ford","F","50623",NA
"4674","4.7  ",2018,"Hyundai","Tucson","21084",NA
"4675","4.8  ",2019,"Hyundai","Elantra","21460",NA
"4676","4.9  ",2016,"Nissan","Maxima","22490","47108"
"4677","4.9  ",2006,"Porsche","911","35990","69453"
"4678","4.8  ",2014,"Mercedes","Benz","25050","46244"
"4679","4.4  ",2014,"Chevrolet","Sonic","4299","112187"
"4680","4.4  ",2014,"Volkswagen","Tiguan","12499","65802"
"4681","4.7  ",2018,"Chrysler","Pacifica","42335",NA
"4682","5  ",2016,"Acura","MDX","27627","52279"
"4683","5  ",2014,"Chevrolet","Silverado","19995","85520"
"4684","4.7  ",2017,"Dodge","Durango","28677","47462"
"4685","4.8  ",2016,"Chevrolet","Colorado","27455","31205"
"4686","4.7  ",2018,"GMC","Sierra","34733",NA
"4687","4.8  ",2019,"Hyundai","Santa","33870",NA
"4688","4.4  ",2018,"Nissan","Rogue","28360",NA
"4689","4.7  ",2019,"Hyundai","Elantra","17945",NA
"4690","4.4  ",2018,"Toyota","Camry","19988","23509"
"4691","5  ",2016,"Kia","Sorento","14998","81138"
"4692","4.9  ",2019,"Kia","Sorento","30100",NA
"4693","4.7  ",2013,"Mercedes","Benz","38450","57110"
"4694","5  ",2019,"RAM","1500","47457",NA
"4695","4.7  ",2019,"Toyota","Avalon","36258",NA
"4696","4.8  ",2018,"Ford","Explorer","35250",NA
"4697","4.9  ",2018,"Ford","Explorer","46917",NA
